node,index,x,y,paper_id,title
526,526,322.5710838142188,44.64119322145451,2502.17871v1,The Hölder regularity of div-curl system with anisotropic coefficients
527,527,1168.5828505162904,783.5096789774672,2502.17853v1,Stability analysis of a branching diffusion solver for nonlinear PDEs
528,528,64.78237887472123,113.5832190491084,2502.17765v1,Entire solutions to a quasilinear purely critical competitive system
529,529,-118.93080068610625,-107.7994705879784,2502.17732v1,Sufficient Conditions for the Energy Balance for the Stochastic Incompressible Euler Equations with Additive Noise in two Space Dimensions
530,530,267.74935729607523,-220.02718465564655,2502.17687v2,Local minimizers in $3$d of vector Allen-Cahn with a quadruple junction
531,531,347.4512898552349,-258.5226514673531,2502.17338v1,Chemotaxis-consumption interaction: Solvability and asymptotics in general high-dimensional domains
532,532,-338.586223312312,-245.90590026413443,2502.17329v1,Viscosity Solutions in Non-commutative Variables
533,533,83.32425997777183,360.1544775415147,2502.17300v3,The multilinear fractional sparse operator theory II: refining weighted estimates via multilinear stochastic fractional sparse forms
534,534,1075.4914347514011,877.3426590062044,2502.17285v1,Every recurrent network has a potential tending to infinity
535,535,-346.4740447002216,-299.7159812461862,2502.17273v1,Exponential mixing by random cellular flows
536,536,75.14165589311324,-115.10415295016735,2502.17245v1,Extensions of traces for Sobolev mappings into manifolds at the endpoint $p=1$
537,537,-78.64461895250479,-397.01170497882583,2502.17205v1,A hyperbolic model for two-layer thin film flow with a perfectly soluble anti-surfactant
538,538,-183.0198431637011,-324.0724991731696,2502.17147v1,Global weak solutions of the Navier-Stokes-Korteweg Equations in one dimension
539,539,-1328.562913523627,-48.51600043372838,2502.17098v1,Global existence of weak solutions to a cell migration and (de)differentiation model with double haptotaxis in the context of tissue regeneration
540,540,270.6163612824846,-19.36149029424385,2502.17094v1,Qualitative quasi-invariance of low regularity Gaussian measures for the 1d quintic nonlinear Schrödinger equation
541,541,333.92504510992376,7.718924776829946,2502.17073v1,Global well-posedness of the cubic nonlinear Schrödinger equation on $\mathbb{T}^{2}$
542,542,91.96807933346186,-242.4079269477431,2502.17067v2,Global second order optimal regularity for the vectorial $p$-Laplacian
543,543,-18.974361268671895,-94.40725269052543,2502.16964v1,Napoleonic Constructions in the Hyperbolic Plane
544,544,99.79067619164366,-157.30898235911943,2502.16929v1,On the functional Minkowski problem
545,545,-57.441785304578595,-385.38184858012534,2502.16904v1,Well-posedness of the initial boundary value problem for the motion of an inextensible hanging string
546,546,-359.2520148044371,906.5309221709554,2502.16881v1,Normal conformal metrics with prescribed $Q$-Curvature in $\mathbb{R}^{2n}$
547,547,-625.1844541466112,106.76909013157257,2502.16811v1,Splitting finite element approximations for quasi-static electroporoelasticity equations
548,548,104.42042656110098,-406.8807016756025,2502.16780v1,Uniqueness and multiplicity for semilinear elliptic problems in unbounded domains
549,549,4.111815875453884,-288.32582621805426,2502.16726v1,Dynamics of the sine-Gordon equation on tadpole graphs
550,550,-702.5262759003231,-1235.6636954697806,2502.16710v2,Inverse problems related to electrical networks and the geometry of non-negative Grassmannians
551,551,478.2093697325247,17.627165117969188,2502.16698v1,Variational Instability for Irrotational Water Waves in Finite Depth
552,552,261.56771770844114,-260.22528452887383,2502.16649v1,Attractors for Singular-Degenerate Porous Medium Type Equations Arising in Models for Biofilm Growth
553,553,155.1583470709452,-182.84528414008867,2502.16646v1,Semilinear Equations Including the Mixed Operator
554,554,-74.18701304947274,52.9962336308963,2502.16635v1,Riemann-Hilbert problems for bi-axially symmetric null-solutions to iterated perturbed Dirac equations in R^n
555,555,100.3777101853022,-225.39821535879915,2502.16620v1,$L^p$-Hodge Decomposition with Sobolev classes in Sub-Riemannian Contact Manifolds
556,556,1151.3650859960956,-849.3509320166968,2502.16583v1,"A remark on the zero-filter limit for the Camassa-Holm equation in $B^s_{2,\infty}(\R)$"
557,557,100.15621606021544,218.7448930185949,2502.16581v1,A delayed interior area-to-height estimate for the Curve Shortening Flow
558,558,290.38692069703245,-170.15523942819237,2502.16522v1,Generalized principal eigenvalues for parabolic operators in bounded domains
559,559,132.6386762616378,-296.30855307882786,2502.16521v1,Maximal regularity estimates for the abstract Cauchy problems
560,560,160.66076207509468,-249.6019314735624,2502.16511v1,Asymptotic behavior of multi-peak solutions to the Brezis-Nirenberg problem. The sub-critical perturbation case
561,561,172.6707373448483,-240.32838383862247,2502.16505v1,Asymptotic behavior for the Brezis-Nirenberg problem. The subcritical perturbation case
562,562,122.20727709614978,120.06240147576133,2502.16397v1,Anderson localized states for the nonlinear Maryland model on $\mathbb{Z}^d$
563,563,113.67591514466568,232.1714081581327,2502.16370v1,Entropic Selection Principle for Monge's Optimal Transport
564,564,-361.9093306450059,598.4223305838767,2502.16348v1,Accretion and Ablation in Deformable Solids using an Eulerian Formulation: A Finite Deformation Numerical Method
565,565,128.3555227716203,-349.6986526312841,2502.16300v1,On the fractional regularity for an elliptic nonlinear singular drift equation
566,566,302.6092550005834,-376.3582664326699,2502.16265v1,The influence of the Hardy potential and a Convection Term on a Nonlinear Degenerate Elliptic Equations
567,567,-145.04314484318425,600.386285114332,2502.16264v2,Infinite-dimensional Lipschitz stability in the Calderón problem and general Zernike bases
568,568,-74.40440018924527,-114.04005374165058,2502.16237v2,Long-time asymptotics of the KdV equation with delta function initial profile
569,569,-189.14264257448474,-387.3443478956221,2502.16226v1,On the global stability and large time behavior of solutions of the Boussinesq equations
570,570,406.0999689138626,65.94439112476043,2502.16158v1,Symmetry and monotonicity of solutions to elliptic and parabolic fractional $p$-equations
571,571,422.81827961785274,-108.66919066391819,2502.16061v1,Variational and nonvariational solutions for double phase variable exponent problems
572,572,-1007.6911284413237,931.1655239030142,2502.16039v1,Moving sphere approach to a general weighted integral equation
573,573,1375.766252067662,305.59316406216675,2502.15976v1,Prescribing curvatures on surfaces with conical singularities and corners
574,574,391.70879003734234,-241.82214107221358,2502.15965v1,Global stability of Wright-type equations with negative Schwarzian
575,575,-1064.9570327757078,840.0362520487116,2502.15927v2,1D pressureless gas dynamics systems in a strip
576,576,-381.0661915339168,-447.256132104191,2502.15906v1,Unique Continuation of Static Over-Determined Magnetohydrodynamic Equations
577,577,-292.58732888466335,27.640574742127264,2502.15673v1,Blow-up rate of solution to generalised Blasius equation
578,578,82.54060518644515,178.67979026166543,2502.15665v1,Kinetic Optimal Transport (OTIKIN) -- Part 1: Second-Order Discrepancies Between Probability Measures
579,579,-80.01393138372053,-265.6500874508027,2502.15605v1,A growth estimate for the planar Mumford--Shah minimizers at a tip point: An alternative proof of David--Léger
580,580,157.43107353037226,180.305121869807,2502.15532v1,Control of the half-heat equation
581,581,-55.8181258539752,40.452144182300465,2502.15495v1,Convergence rates for the vanishing viscosity approximation of Hamilton-Jacobi equations: the convex case
582,582,-717.8343957439611,-513.69779274175,2502.15474v1,Recent advances in the analysis of the dissipative Aw-Rascle system
583,583,-1202.3063018588316,-459.9610779756334,2502.15461v1,A note on weak compactness of $Ω$-Yang-Mills connections
584,584,-451.44192723908736,119.41093347597084,2502.15444v1,Bound on the Excess Charge of Generalized Thomas-Fermi-Weizsäcker Functionals
585,585,230.47447620481813,-131.91025890001964,2502.15423v1,Lower bounds for fractional Orlicz-type eigenvalues
586,586,-116.97127284109084,509.8070166749443,2502.15406v1,Stability for an inverse flux and an inverse boundary coefficient problems
587,587,305.56449799066104,-373.99564385789614,2502.15862v1,Spreading Phenomena in Degenerate Diffusion Equations with Spatially Periodic Reactions
588,588,-243.51277907788898,-297.057202328772,2502.15319v1,Unique determination of a Kato class potential from boundary data
589,589,-105.02177646624659,-449.79708669879403,2502.15273v1,Almost sure existence of global weak solutions for incompressible generalized Navier-Stokes equations
590,590,778.3801926837662,-204.48522149716172,2502.15256v1,Bushfires and Balance: Proactive versus Reactive Policies in Prescribed Burning
591,591,267.13539772453356,-229.87391821781117,2502.15221v1,A Generalization of Littlewood-Paley Type Inequality for Evolution Systems Associated with Pseudo Differential Operators
592,592,132.8526861966613,-102.61672585031076,2502.15183v2,Spectrum of Lévy-Ornstein-Uhlenbeck semigroups on $\mathbb{R}^d$
593,593,-225.71062126289837,-302.59113875445144,2502.15106v1,Traveling-wave solutions for a higher-order Boussineq system: existence and numerical analysis
594,594,277.8418104132807,302.7752456493806,2502.15065v1,On determination of the bifurcation type for a free boundary problem modeling tumor growth
595,595,211.55460680079176,-255.941570260961,2502.15047v1,An essential one sided boundary singularity for a $3$-dimensional area minimizing current in $\mathbb{R}^5$
596,596,-1351.4271436183546,-143.78802943788347,2502.14946v1,Stochastic interpretations of the oceanic primitive equations with relaxed hydrostatic assumptions
597,597,187.07485738765354,3.2876626926318817,2502.14749v1,The formation of a soliton gas condensate for the focusing Nonlinear Schrödinger equation
598,598,37.831476258719505,22.026824620638966,2502.14725v1,Asymptotic behavior of solutions of a time-space fractional diffusive Volterra equation
599,599,197.66657009310262,-111.0167145004226,2502.14723v1,Dynamics of the Drinfeld-Sokolov-Wilson system: well-posedness and (in)stability of the traveling waves
600,600,409.111041575489,-140.78682049235968,2502.14670v1,Lipschitz continuity and equivalence of positive viscosity and weak solutions to Trudinger's equation
601,601,10.222608071161101,-134.79861627156336,2502.14655v1,Sharp conditions for the BBM formula and asymptotics of heat content-type energies
602,602,377.9077342306957,-152.48545734264238,2502.14609v2,Uniform estimates for elliptic equations with Carathéodory nonlinearities at the interior and on the boundary
603,603,-804.0236944967246,1104.101212352274,2502.14602v1,Qualitative derivation of a density dependent incompressible Darcy law
604,604,1291.5866378698759,436.3309305483332,2502.14577v1,Regularity of Supersolutions
605,605,95.42537158638103,-156.62443333849143,2502.14549v1,Infinitely many solutions for elliptic system with Hamiltonian type
606,606,355.25013020085134,-441.4478831647928,2502.14492v1,The effect of Q-condition in elliptic equations involving Hardy potential and singular convection term
607,607,125.99398947841286,-202.28021180704772,2502.14483v1,Concentration phenomena for a mixed local/nonlocal Schrödinger equation with Dirichlet datum
608,608,8.666305580515367,238.1630450870088,2502.14468v1,Non-radiating elastic sources in inhomogeneous elastic media at corners with applications
609,609,5.125705520140356,-521.1997859883653,2502.14312v1,Modelling Capillary Rise with a Slip Boundary Condition: Well-posedness and Long-time Dynamics of Solutions to Washburn's Equation
610,610,-168.0458843273019,-429.292938173415,2502.14237v2,Compactness of the $Q$-curvature problem
611,611,203.570857275925,445.8405233594566,2502.14114v1,Zero loss guarantees and explicit minimizers for generic overparametrized Deep Learning networks
612,612,77.10726094565413,-326.8563477304174,2502.14097v1,A comprehensive study of bound-states for the nonlinear Schrödinger equation on single-knot metric graphs
613,613,365.36999095203913,-261.3459626254717,2502.13906v1,Multi-spots Steady States in Two-species Keller-Segel Models with Logistic Growth: Large Chemotactic Attraction Regime
614,614,126.65506851157058,-333.99451280714817,2502.13799v1,The anisotropic Cahn--Hilliard equation with degenerate mobility: Existence of weak solutions
615,615,209.4569003827649,-196.92794490946773,2502.13771v1,A class of parabolic reaction-diffusion systems governed by spectral fractional Laplacians : Analysis and numerical simulations
616,616,235.1921129058073,-619.5018365730982,2502.13687v1,$L^2$ Stability of Simple Shocks for Spatially Heterogeneous Conservation Laws
617,617,133.13041591415737,-251.36772635138536,2502.13684v1,The Light ray transform for pseudo-Euclidean metrics
618,618,275.34343335873035,-302.6929369103226,2502.13670v1,Strichartz estimates for the half Klein-Gordon equation on asymptotically flat backgrounds and applications to cubic Dirac equations
619,619,-98.93944108422473,-275.9664844415872,2502.13666v1,Essential $p$-capacity-volume estimates for rotationally symmetric manifolds
620,620,150.815840254545,-418.39697254293424,2502.13651v1,Sharply estimating hyperbolic capacities
621,621,151.86664026526196,-335.41542035830986,2502.13600v1,Global existence for a nonisothermal and conserved phase field system with inertial term
622,622,-43.64521681616309,-411.45724186594913,2502.13586v1,On the $L_1$-maximal regularity in the study of free boundary problem for the compressible fluid flows
623,623,352.9664013754676,-620.2627493118924,2502.13556v1,Consistency for the surface diffusion flat flow in three dimensions
624,624,-54.10353449102414,483.85488651574656,2502.13553v1,Comparison principles and asymptotic behavior of delayed age-structured neuron models
625,625,366.1442074892101,-367.3323070212324,2502.13411v1,Concentration phenomena to a chemotaxis system with indirect signal production
626,626,226.43533627631058,-237.48529610738606,2502.13400v1,Density estimates for a nonlocal variational model with a degenerate double-well potential via the Sobolev inequality
627,627,-260.9218713031536,-415.7157606526973,2502.13094v1,Global Existence and Nonlinear Stability of Finite-Energy Solutions of the Compressible Euler-Riesz Equations with Large Initial Data of Spherical Symmetry
628,628,319.0941251933477,-136.05427911964387,2502.13067v1,Spectral geometry of the curl operator on smoothly bounded domains
629,629,95.54700407247677,-294.0398328860053,2502.13040v2,On the blowup of quantitative unique continuation estimates for waves and applications to stability estimates
630,630,22.82409326793705,-469.429256944695,2502.13014v2,On the stability of an inverse problem for waves via the Boundary Control method
631,631,-1332.0376866305733,86.48652001255957,2502.12881v1,Separation of time scales in weakly interacting diffusions
632,632,45.54889891389215,-586.4197757325616,2502.12840v1,Liouville type theorem and kinetic formulation for 2x2 systems of conservation laws
633,633,-1306.8645912700265,-5.815783146141024,2502.12765v2,Approximation theorems for stochastic differential equations concerning weak solutions with the spatial variable involved
634,634,8.734613188694643,-655.2661416591764,2502.12746v1,Transonic Shocks for 2-D Steady Euler Flows with Large Gravity in an Almost Flat Nozzle for Polytropic Gases
635,635,-1296.0377227808372,553.5936160107764,2502.12733v1,Forced Rapidly Dissipative Navier--Stokes Flows
636,636,96.87243748889315,18.734195710348093,2502.12730v1,Space-Dependent Fractional Evolution Equations: A New Approach
637,637,210.78391669558974,-116.219313537634,2502.12670v1,Shape Derivatives of the Eigenvalues of the De Rham Complex for Lipschitz Deformations and Variable Coefficients: Part II
638,638,433.0830407847034,-1326.7518664166469,2502.12666v1,Using Sinkhorn in the JKO scheme adds linear diffusion
639,639,250.71584175941757,-93.59181629051001,2502.12626v1,Small normalised solutions for a Schrödinger-Poisson system in expanding domains: multiplicity and asymptotic behaviour
640,640,-39.75351597771816,-527.3580273691184,2502.12606v1,Dimension reduction for Willmore flows of tori: fixed conformal class and analysis of singularities
641,641,317.8482612937902,-109.941902477351,2502.12595v1,Homogenization of non-local integral functionals via two-scale Young measures
642,642,278.0724851598102,-228.3863362407535,2502.12588v1,Littlewood-Paley Type Inequality for Evolution Systems Associated with Pseudo-Differential Operators
643,643,-233.3966261778648,-858.0515086025657,2502.12543v2,Regularizing effect of the spatially homogeneous Landau equation with soft potential
644,644,-124.78233700091245,-447.5757375129346,2502.12457v1,Global well-posedness and stability of three-dimensional isothermal Euler equations with damping
645,645,194.60810538657967,-174.02631130305696,2502.12423v1,Local well-posedness for a system of modified KdV equations in modulation spaces
646,646,-1317.4758598532476,119.47012518971701,2502.12410v1,Nonlinear wave solution to a coupled mKdV equations with variable coefficients
647,647,648.1770257542177,263.2978029866046,2502.12399v1,Decoding the spatial spread of cyanobacterial blooms in an epilimnion
648,648,385.174581267944,-106.94232493272358,2502.12367v1,An edge crack and a crack close to the vertex of a wedge
649,649,648.4882822539593,1109.534923967324,2502.12294v1,Connections between $\mathcal{S}$-operators and restriction estimates for spheres over finite fields
650,650,-61.88340437159043,-361.60825812897883,2502.12287v1,Boundary Reconstruction for the Anisotropic Fractional Calderón Problem
651,651,39.91302681326488,-118.60561684128497,2502.12059v1,Examples of $p$-harmonic maps
652,652,-1120.038126913846,870.3120234575325,2502.12036v1,Variational Formulation and Capacity Estimates for Non-Self-Adjoint Fokker-Planck Operators in Divergence Form
653,653,421.9144561141872,-252.79306119615194,2502.11980v2,Quasiconvexity and self-improving size estimates
654,654,-85.43964963895995,-274.34338823650756,2502.11922v1,Removable set for Hölder continuous solutions of $\mathscr{A}$-harmonic functions on Finsler manifolds
655,655,593.1833338861263,-181.13733906641488,2502.11908v1,Approximating a spatially-heterogeneously mass-emitting object by multiple point sources in a diffusion model
656,656,568.0182830156642,-33.09474796912798,2502.11899v1,Stationary wave solutions to two dimensional viscous shallow water equations: theory of small and large solutions
657,657,-41.84586037423384,-199.04615860823623,2502.11898v1,A family of triharmonic maps to spheres in all dimensions greater than two
658,658,140.62602100755146,8.143017376249016,2502.11884v1,Trace operators for Riemann--Liouville fractional equations
659,659,134.24343009249253,83.22130808053544,2502.11871v1,An initial-boundary problem for a mixed fractional wave equation
660,660,-27.26299125457032,-118.09982932397683,2502.11849v1,Weak solutions and sharp interface limit of the anisotropic Cahn-Hilliard equation with disparate mobility and inhomogeneous potential
661,661,-33.58223903750484,-476.87072017209675,2502.11802v1,The Lamm-Rivière system II: energy identity
662,662,130.9927344015135,-396.5897460624703,2502.11759v1,Approximate radial symmetry for $p$-Laplace equations via the moving planes method
663,663,-208.08339348030603,-204.3991954647408,2502.11699v1,Mixing for dynamical systems driven by stationary noises
664,664,-76.850516485278,-465.12540760679497,2502.11683v1,Global Solvability for the Compressible Hookean Viscoelastic Fluids with a Free Boundary in Some Classes of Large Data
665,665,-114.60600291029672,-89.22463791999662,2502.11676v1,Iterative Procedure for Non-Linear Fractional Integro-Differential Equations via Daftardar--Jafari Polynomials
666,666,169.41034565592963,-277.7710016254971,2502.13169v1,A common approach to singular perturbation and homogenization III: Nonlinear periodic homogenization with localized defects
667,667,-1435.5238874767408,-247.2005893766935,2502.11590v1,On the Moutard transformation singularity for the Davey--Stewartson II equation
668,668,422.9962030789961,-320.110828486748,2502.11589v1,Infinitely many saturated travelling waves for epidemic models with distributed-contacts
669,669,174.55698055904665,-169.45615493057878,2502.11542v1,A note on optimization of the second positive Neumann eigenvalue for parallelograms
670,670,-234.18024542988766,-326.4848221460855,2502.11531v1,Transport equations for Osgood velocity fields
671,671,-213.3601307377816,-222.66814467310036,2502.11502v1,A non-trivial conservation law with a trivial characteristic
672,672,-55.55686769563425,1348.6308584915432,2502.11485v1,Non-uniqueness of Regular Solutions for Incompressible Static Euler Equations with Given Boundary Conditions and Turbulent Global Solutions of Incompressible Navier-Stokes Equations
673,673,196.43365221104207,-203.77525030536088,2502.11472v1,Multiplicity result for a mass supercritical NLS with a partial confinement
674,674,-351.44877685903487,-461.7269504554618,2502.11392v1,Uniform-in-time asymptotic limits of generalized Kuramoto models
675,675,198.88886912111568,-95.58218332639724,2502.11373v1,Solutions for a critical elliptic system with periodic boundary condition
676,676,30.52032428778679,-567.718063829579,2502.11289v1,A large data semi-global existence and convergence theorem for vacuum Einstein's equations
677,677,52.4374637107647,-195.54604304076688,2502.11087v1,Stability for the Sobolev inequality in cones
678,678,336.6838583236992,-278.4917610335606,2502.10936v1,Generalized principal eigenvalue of time-periodic cooperative nonlocal dispersal systems and applications
679,679,762.350666528272,388.98900751586984,2502.10850v1,Accelerating convergence of a natural convection solver by continuous data assimilation
680,680,364.7502309624589,-104.03700931499614,2502.10774v1,Long-term behavior for wave equation with nonlinear damping and super-cubic nonlinearity
681,681,-627.665968911998,-1210.9217534490137,2502.10747v2,An extension problem of higher order operators and operators of logarithmic type via renormalization
682,682,223.4994291197012,-215.46846093000647,2502.10738v2,"Weighted weak-type (1, 1) inequalities for pseudo-differential operators with symbol in $S^{m}_{0,δ}$"
683,683,463.9107618886466,627.2445289148843,2502.10686v1,Incidence bounds related to circular Furstenberg sets
684,684,-768.910131012997,-1065.7108336640558,2502.10679v1,Regularized $n$-Conformal heat flow and global smoothness
685,685,251.15682170832503,-114.64879052738439,2502.10369v1,Construction of $p$-energy measures associated with strongly local $p$-energy forms
686,686,-355.4805126686491,585.7245024099935,2502.10351v1,Energy release and Griffith's criterion for phase-field fracture
687,687,40.28838640202013,-201.9114414780414,2502.10337v1,Bifurcation of global energy minimizers for a diffusion-aggregation model on sphere
688,688,-153.38311002034513,-449.74061504158004,2502.10274v1,"Unstable vortices, sharp non-uniqueness with forcing, and global smooth solutions for the SQG equation"
689,689,107.20108863035179,-152.27602841837844,2502.10252v1,Non Local Mixed Systems with Neumann Boundary Conditions
690,690,219.227110601094,-404.35438439312134,2502.13154v1,A new transformation for the subcritical fast diffusion equation with source and applications
691,691,37.349368005444695,-449.655619460565,2502.10099v1,Improved regularity estimates for degenerate/singular fully nonlinear systems and Hardy-Hénon-type equations
692,692,308.5356510186695,-371.3038321691263,2502.10035v1,Solvability of a doubly singular boundary value problem arising in front propagation for reaction-diffusion equations
693,693,493.07977617127256,-218.8649086971644,2502.10034v1,On the zero capillarity limit for the Euler-Korteweg system
694,694,-230.91471714760843,-373.40156690107403,2502.10032v1,Intermittency and Dissipation Regularity in Turbulence
695,695,345.5654732143417,-379.49445652539083,2502.10026v1,Wavefront Solutions for Reaction-diffusion-convection Models with Accumulation Term and Aggregative Movements
696,696,-112.11148636443373,-346.7358626213305,2502.10024v1,Geometric blow-up criteria for the non-homogeneous incompressible Euler equations in 2-D
697,697,-202.84883051341384,-378.5679484812809,2502.10009v1,On Self-Propulsion by Oscillations in a Viscous Liquid
698,698,-409.547243394038,-250.96571013778748,2502.09988v1,The N-link model for slender rods in a viscous fluid: well-posedness and convergence to classical elastohydrodynamics equations
699,699,200.85458580710855,-81.33736536516247,2502.09965v1,On periodic traveling wave solutions with or without phase transition to the Navier-Stokes-Korteweg and the Euler-Korteweg equations
700,700,46.69509799705725,-102.37617069680674,2502.09871v1,An atomic decomposition of one-dimensional metric currents without boundary
701,701,372.15155590330767,-393.8277566351782,2502.09760v1,Self-consistent bounds method for dissipative PDEs
702,702,91.30632950397566,57.82784663942627,2502.09745v1,Sharp energy decay rates for the damped wave equation on the torus via non-polynomial derivative bound conditions
703,703,27.98597598387052,-410.1315952785636,2502.09727v1,3-Manifolds with positive scalar curvature and bounded geometry
704,704,88.1204916916965,-163.40830105180856,2502.09600v1,Morse Index Stability for Sequences of Sacks-Uhlenbeck Maps into a Sphere
705,705,-49.67516244138678,143.84378040800215,2502.09493v1,Quantitative estimates for high-contrast random media
706,706,-212.63829234783412,-474.1432644822714,2502.09485v3,Flow approach on the monotonicity of shape functionals
707,707,56.39103273430124,-415.83652137046926,2502.09461v1,On the heat content of compact quantum graphs
708,708,398.4019644888041,-138.57690488277802,2502.09406v1,Stability and minimality of the ball for attractive-repulsive energies with perimeter penalization
709,709,399.61549055280256,-1338.1437536873943,2502.09370v1,Analytical study of a generalized Dirichlet-Neumann operator for three-dimensional water waves with vorticity
710,710,20.309369390886992,93.84960513344977,2502.09366v1,Gradient estimates for nonlinear kinetic Fokker-Planck equations
711,711,351.4304157292472,-13.504827017924445,2502.09339v1,Higher Order Elliptic Equations on Nonsmooth Domains
712,712,-116.85870713528746,-590.7895124538414,2502.09321v1,Stability of composite Wave of Planar Viscous Shock and Rarefaction for 3D Barotropic Navier-Stokes Equations
713,713,267.42205688328767,10.494818702545812,2502.09312v2,Observability and controllability for Schrödinger equations in the semi-periodic setting
714,714,-276.6400597308908,-129.77732969634184,2502.09292v1,Failure of the least action admissibility principle in the context of the compressible Euler equations
715,715,201.61995572860448,-505.74923483581614,2502.09210v2,Localized past stability of the subcritical Kasner-scalar field spacetimes
716,716,142.65637634840795,-187.46846313896248,2502.09196v1,On the cubic-quintic Schrödinger equation
717,717,-188.91449954827368,-471.4824293164067,2502.09182v1,Global well-posedness of a nonlinear Boussinesq-fluid-structure interaction system with large initial data
718,718,-41.07291707268073,-219.0424183547943,2502.09157v4,A positive homogeneous fractional harmonic function in a Lipschitz cone
719,719,570.2509328129471,447.4758460256533,2502.09119v1,Mathematical modeling and simulation of coupled aqueous humor flow and temperature distribution in a realistic 3D human eye geometry
720,720,-31.137356897026862,24.273679227336988,2502.09103v1,Optimal rate of convergence in the vanishing viscosity for quadratic Hamilton-Jacobi equations
721,721,-227.3193881214371,-261.33309709456466,2502.09098v2,Multi-agent systems with multiple-wise interaction: Propagation of chaos and macroscopic limit
722,722,-48.590617643037405,-223.84208240949604,2502.09034v1,Conjugate harmonic functions in 3D with respect to a unitary gradient
723,723,296.4800283413951,-616.462477537994,2502.08998v1,Generic Structural Stability for $2 \times 2$ Systems of Hyperbolic Conservation Laws
724,724,370.69119890299487,-390.5802713260805,2502.08926v1,Schauder type estimates for degenerate or singular parabolic systems with partially DMO coefficients
725,725,185.3857720383015,-58.21078355328925,2502.08912v1,Global bifurcations of nodal solutions for coupled elliptic equations
726,726,268.56519110094195,-20.224591402583368,2502.08846v1,Recovery guarantees for compressed sensing photoacoustic tomography
727,727,262.2047020485852,-95.85606796077978,2502.08812v1,Probabilistic global-wellposedness for the energy-supercritical Schrödinger equations on compact manifolds
728,728,1327.8053463386382,329.7518339055635,2502.08809v1,An analog of the Hille theorem for hypercomplex functions in a finite-dimensional commutative algebra
729,729,208.00489014791347,-354.23404160534,2502.13151v1,Global Well-Posedness of a Nonlinear Fokker-Planck Type Model of Grain Growth
730,730,321.84534283984755,-135.43760011804287,2502.08627v1,Calderón-Zygmund estimates for higher order elliptic equations in Orlicz-Sobolev spaces
731,731,295.4074542517451,-73.36875652654662,2502.08604v2,Scattering of Rational Solutions to the Half-Wave Maps Equation
732,732,226.3804762854418,110.71416452018599,2502.08572v1,Second Quantization and Evolution Operators in infinite dimension
733,733,-155.37832965495647,-395.6017098659388,2502.08516v1,Global well-posedness of Vlasov-Poisson-Boltzmann equations with neutral initial data and small relative entropy
734,734,272.9404263631037,-259.8660619916409,2502.08495v2,Critical quasilinear equations on Riemannian manifolds
735,735,459.09091017654083,37.021188759935036,2502.08492v1,Some remarks on monogenity
736,736,-203.56862212888757,367.20997466717506,2502.08470v1,Numerical Schemes for Signature Kernels
737,737,-17.446453849310103,-246.26457909526573,2502.08451v2,Energy identity and no neck property for $\varepsilon$-harmonic and $α$-harmonic maps into homogeneous target manifolds
738,738,466.72865642964075,607.3315935334385,2502.08396v2,Periodic double tilings of the plane
739,739,124.14545058668094,-205.70418976501952,2502.13150v1,On a semilinear parabolic equation with time-dependent source term on infinite graphs
740,740,106.33634718895779,-218.7808843175647,2502.08361v1,Monotonicity results for semilinear parabolic equations on metric graphs
741,741,-420.84539820642595,-184.2470247206061,2502.08349v1,Stability of N-front and N-back solutions in the Barkley model
742,742,-379.92983148704553,692.5580003128446,2502.08330v1,Effects of oscillation scales in discrete brittle damage models
743,743,13.414160642084017,-555.4032342536284,2502.08329v1,Maximal dissipation and shallow water flow
744,744,-355.57188209280963,896.7613619959452,2502.08318v1,On isolated singularities of the conformal Gaussian curvature equation and $Q$-curvature equation
745,745,85.73093336962113,-249.08823821916027,2502.08315v1,Shadowing for Infinite Dimensional Dynamical Systems
746,746,-519.5394878351759,-191.10234207871795,2502.08237v1,Moment estimates for polyatomic Boltzmann equation with frozen collisions
747,747,-76.38801738018807,-567.7790443195441,2502.08212v1,On monotonicity of heat kernels: a new example and counterexamples
748,748,86.86513179160089,494.17201303794695,2502.08194v1,Forward and Inverse Problems in Nonlinear Acoustics
749,749,423.5271934696488,-69.73835776147561,2502.08183v1,Effect of additional regularity for the initial data on semi-linear $σ$-evolution equations with different damping types
750,750,21.25564789434808,-139.1098045049826,2502.08135v2,On a coupled system of KP-type
751,751,-69.30946180543204,-646.6223961372058,2502.08126v1,"Convergence to superposition of boundary layer, rarefaction and shock for the 1D Navier-Stokes equations"
752,752,54.86225551712295,-301.9872155541387,2502.07967v1,The Korteweg-de Vries Equation on general star graphs
753,753,-44.89726055803747,-506.1638826707387,2502.07756v1,Nonabelian Yang-Mills-Higgs and Plateau's problem in codimension three
754,754,20.185438967208878,-383.56535447448107,2502.07697v1,Some remarks on singular capillary cones with free boundary
755,755,-204.1055380761767,-117.15952058850151,2502.07682v2,"Lie Symmetry Analysis, Parametric Reduction and Conservation Laws of (3+1) Dimensional Nonlinear Dispersive Soliton Equation"
756,756,131.5605882257463,-191.1574477342127,2502.07568v1,$Γ-$convergence of energy functionals in fractional Orlicz spaces beyond the $Δ_2$ condition
757,757,207.25832862783233,-309.463526334541,2502.07530v1,Regularity of solutions for fully fractional parabolic equations
758,758,-176.7204782328898,30.74084365353781,2502.07521v1,The null condition in elastodynamics leads to non-uniqueness
